1785445525.343967,3660957241.0
1785445525.844123,3660957241.0
1785445526.34428,3661355461.0
1785445526.84445,3661355461.0
1785445527.344627,3661887484.0
1785445527.844723,3661887484.0
1785445528.344881,3662419348.0
1785445528.845054,3662419348.0
1785445529.345189,3662951212.0
1785445529.84532,3662951212.0
1785445530.345465,3663484570.0
1785445530.845598,3663484570.0
1785445531.345721,3664016434.0
1785445531.845864,3664016434.0
1785445532.346074,3664546804.0
1785445532.846216,3664546804.0
1785445533.346346,3665080162.0
1785445533.846505,3665080162.0
1785445534.346702,3665612026.0
1785445534.846858,3665612026.0
1785445535.34704,3666143890.0
1785445535.847201,3666143890.0
1785445536.347358,3666675754.0
1785445536.847517,3666675754.0
1785445537.347689,3667207618.0
1785445537.847847,3667207618.0
1785445538.348024,3667739482.0
1785445538.848183,3667739482.0
1785445539.348372,3668271346.0
1785445539.848526,3668271346.0
1785445540.348686,3668803210.0
1785445540.848848,3668803210.0
1785445541.349003,3669335074.0
1785445541.849184,3669335074.0
1785445542.349348,3669866938.0
1785445542.849478,3669866938.0
1785445543.349632,3670398802.0
1785445543.849782,3670398802.0
1785445544.349917,3670930666.0
1785445544.850053,3670930666.0
1785445545.350199,3671462530.0
1785445545.850358,3671462530.0
1785445546.350617,3671994394.0
1785445546.850751,3671994394.0
1785445547.35091,3672527752.0
1785445547.851066,3672527752.0
1785445548.351221,3673058122.0
1785445548.851365,3673058122.0
1785445549.351519,3673591480.0
1785445549.851689,3673591480.0
1785445550.351846,3674123344.0
1785445550.851966,3674123344.0
1785445551.352128,3674655404.0
1785445551.852285,3674655404.0
1785445552.352444,3675187268.0
1785445552.852603,3675187268.0
1785445553.352796,3675719132.0
1785445553.852943,3675719132.0
1785445554.353099,3676250996.0
1785445554.85324,3676250996.0
1785445555.353398,3676782860.0
1785445555.853596,3676782860.0
1785445556.353739,3677314724.0
1785445556.853879,3677314724.0
1785445557.354018,3677846747.0
1785445557.854149,3677846747.0
1785445558.354266,3678378611.0
1785445558.854429,3678378611.0
1785445559.354569,3678911969.0
1785445559.85476,3678911969.0
1785445560.354879,3679442339.0
1785445560.855016,3679442339.0
1785445561.355134,3679974203.0
1785445561.855307,3679974203.0
1785445562.355419,3680507561.0
1785445562.855576,3680507561.0
1785445563.355721,3681039425.0
1785445563.855892,3681039425.0
1785445564.356094,3681571289.0
1785445564.856249,3681571289.0
1785445565.35638,3682103153.0
1785445565.856541,3682103153.0
1785445566.356714,3682635017.0
1785445566.856867,3682635017.0
1785445567.357028,3683166881.0
1785445567.857194,3683166881.0
1785445568.357361,3683698745.0
1785445568.857475,3683698745.0
1785445569.357659,3684230609.0
1785445569.857826,3684230609.0
1785445570.357967,3684762473.0
1785445570.858102,3684762473.0
1785445571.358236,3685294337.0
1785445571.858393,3685294337.0
1785445572.358523,3685826201.0
1785445572.858685,3685826201.0
1785445573.358842,3686358065.0
1785445573.859056,3686358065.0
1785445574.359269,3686891423.0
1785445574.859451,3686891423.0
1785445575.359608,3687423287.0
1785445575.859748,3687423287.0
1785445576.359885,3687955151.0
1785445576.860039,3687955151.0
1785445577.360193,3688487015.0
1785445577.860349,3688487015.0
1785445578.360505,3689018879.0
1785445578.860677,3689018879.0
1785445579.360834,3689549249.0
1785445579.860992,3689549249.0
1785445580.361153,3690082803.0
1785445580.86133,3690082803.0
1785445581.36149,3690614667.0
1785445581.861676,3690614667.0
1785445582.36186,3691145037.0
1785445582.86199,3691145037.0
1785445583.362141,3691678395.0
1785445583.862281,3691678395.0
1785445584.362425,3692210259.0
1785445584.862519,3692210259.0
1785445585.362663,3692742123.0
1785445585.862794,3692742123.0
1785445586.362975,3693274076.0
1785445586.863132,3693274076.0
1785445587.363277,3693806010.0
1785445587.863536,3693806010.0
1785445588.363675,3694337874.0
1785445588.863836,3694337874.0
1785445589.363991,3694869738.0
1785445589.864145,3694869738.0
1785445590.364305,3695401602.0
1785445590.86447,3695401602.0
1785445591.364622,3695933466.0
1785445591.864738,3695933466.0
